7507304,0,-183,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-cattail,31,11018329,10344389,62,1649742313
11088033,0,-161,Aquatic,back-blue-moon,mouth-piranha,horn-clamshell,tail-shrimp,57,11216714,11291126,54,1649742320
11260571,1,-275,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649742329
6415058,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649742337
10328606,0,-169,Plant,back-sandal,mouth-serious,horn-cactus,tail-cattail,31,11250511,11076925,66,1649742344
5865641,0,-128,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,64,1649742356
10894801,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742364
11222418,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742393
11226427,1,-58,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,76,1649742402
11011545,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742417
11261303,2,-1120,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,41,11282534,11276081,144,1649742424
10550487,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,60,1649742433
10993215,0,-129,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,64,1649742442
11138230,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649742448
11059811,0,-129,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,64,1649742455
11174201,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742467
2949559,0,-586,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649742475
11280313,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742485
11267467,2,-1120,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649742492
11270947,0,-586,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649742502
11117309,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742518
5272433,0,-799,Plant,back-pumpkin,mouth-serious,horn-cactus,tail-cattail,31,9514513,11053021,45,1649742527
10126685,0,-103,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,24,1649742537
11225580,0,-222,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649742545
11196278,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742561
9836197,0,-89,Plant,back-bidens,mouth-zigzag,horn-cactus,tail-gravel-ant,31,10773017,9899958,30,1649742576
10598817,0,-586,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649742585
11153177,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649742593
11201332,1,-276,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649742606
11202128,0,-81,Plant,back-watering-can,mouth-serious,horn-leaf-bug,tail-cattail,31,11254098,11281603,69,1649742613
9583695,0,-299,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,46,11104033,11104042,62,1649742621
9986525,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,47,1649742632
10357078,0,-36,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,29,1649742643
10963993,0,-170,Plant,back-sandal,mouth-serious,horn-cactus,tail-cattail,31,11250511,11076925,66,1649742650
10931181,0,-103,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,24,1649742671
11212987,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,96,1649742679
9168082,0,-1050,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649742708
11204059,1,-58,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,76,1649742731
10633782,0,-586,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649742740
11077091,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742749
11257007,2,-1122,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649742757
7801706,0,-28,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,43,11236768,11236762,62,1649742764
8216989,0,-36,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,29,1649742774
10453444,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,47,1649742786
11294564,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742812
10284765,0,-103,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,24,1649742822
11019938,0,-222,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649742829
11031713,0,-170,Plant,back-sandal,mouth-serious,horn-cactus,tail-cattail,31,11250511,11076925,66,1649742837
9371981,2,-713,Plant,back-bidens,mouth-mosquito,horn-cactus,tail-hatsune,31,11272304,11287737,122,1649742857
10630334,0,-587,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649742865
11240733,2,-713,Plant,back-bidens,mouth-mosquito,horn-cactus,tail-hatsune,31,11272304,11287737,122,1649742877
11244205,2,-1122,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,41,11282534,11276081,144,1649742884
11269954,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742893
11154752,0,-1051,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649742905
10570535,0,-1051,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649742915
11024235,0,-29,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649742932
11026254,0,-29,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,43,11236768,11236762,61,1649742940
11249060,1,40,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,96,1649742967
11265466,2,-713,Plant,back-bidens,mouth-mosquito,horn-cactus,tail-hatsune,31,11272304,11287737,122,1649742975
11076922,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649742996
11162179,0,-587,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649743004
11228295,2,-1123,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649743014
10155332,0,-41,Plant,back-bidens,mouth-zigzag,horn-cactus,tail-hot-butt,31,10050364,10083322,23,1649743034
11242310,1,-276,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649743045
8620418,0,-30,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743055
8760757,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,47,1649743065
9332342,0,-29,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,44,11236768,11236762,61,1649743074
10039790,0,-35,Plant,back-watering-can,mouth-serious,horn-cactus,tail-cattail,31,11291270,10981331,51,1649743082
10495884,0,-222,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649743089
10578939,0,-160,Aquatic,back-blue-moon,mouth-piranha,horn-clamshell,tail-shrimp,57,11216714,11291126,54,1649743096
11114374,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743106
11209999,1,-76,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,41,11212381,11212406,75,1649743114
11063208,0,-183,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-cattail,31,11018329,10344389,62,1649743123
11271953,1,-276,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649743137
9942620,0,-104,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,23,1649743152
11056239,0,-130,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,63,1649743170
11232926,2,-1121,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,41,11282534,11276081,144,1649743182
8916953,0,-30,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743193
11217915,1,-132,Mech,back-furball,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11217977,11279019,81,1649743204
11212360,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743226
7641657,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,47,1649743239
7931157,0,-30,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743250
10985869,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649743263
11006444,0,-129,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,64,1649743271
11238464,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743281
11256526,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743297
11281905,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,96,1649743305
9568660,0,-30,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743315
11237281,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743340
11196764,1,40,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649743351
205461,0,-148,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,41,3162333,6743253,30,1649743363
11166045,1,41,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649743371
11202872,0,-160,Aquatic,back-blue-moon,mouth-piranha,horn-clamshell,tail-shrimp,57,11216714,11291126,54,1649743379
10997222,0,-130,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,63,1649743401
11203627,0,-35,Plant,back-watering-can,mouth-serious,horn-cactus,tail-cattail,31,11291270,10981331,51,1649743412
11284774,1,-76,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,39,11212381,11212406,75,1649743424
3836776,0,-1803,Plant,back-pumpkin,mouth-serious,horn-rose-bud,tail-cattail,31,9362235,1913601,42,1649743431
3891672,0,-148,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,40,3162333,6743253,30,1649743441
7349265,0,-1049,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649743453
9038109,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,59,1649743466
10215649,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649743472
11067765,1,-130,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,35,11298665,11161441,96,1649743480
10188117,0,-300,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,46,11104033,11104042,61,1649743511
11243575,1,-58,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,76,1649743525
11253995,1,-76,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,41,11212381,11212406,75,1649743533
2771504,0,-148,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,40,3162333,6743253,30,1649743542
10990535,0,-1607,Aquatic,back-blue-moon,mouth-lam,horn-oranda,tail-shrimp,57,11176295,10366257,48,1649743554
7023711,0,-148,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,41,3162333,6743253,30,1649743567
11260367,0,-1606,Aquatic,back-blue-moon,mouth-lam,horn-oranda,tail-shrimp,54,11176295,10366257,48,1649743575
7297462,0,-34,Plant,back-watering-can,mouth-serious,horn-cactus,tail-cattail,31,11291270,10981331,51,1649743586
7960920,0,-29,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743600
10433956,0,-115,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,46,1649743609
10950949,1,-263,Mech,back-furball,mouth-toothless-bite,horn-arco,tail-twin-tail,46,11292468,11220024,80,1649743619
11282561,2,-1121,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649743632
10550221,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649743643
8534768,0,-29,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,43,11236768,11236762,61,1649743655
8620548,0,-115,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,46,1649743668
8675852,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649743677
11263310,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743686
11084523,0,-130,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,63,1649743699
11215243,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743707
11185481,1,-76,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,39,11212381,11212406,75,1649743723
10885044,1,-58,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,76,1649743732
11231749,1,-76,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,39,11212381,11212406,75,1649743745
11258359,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743755
11267952,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,95,1649743762
11139803,0,-1049,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649743776
8287852,0,-29,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649743787
11239341,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,47,1649743801
10451087,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649743810
11198736,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743818
11253060,1,40,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,95,1649743826
11256875,0,-586,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649743841
10863403,0,-89,Plant,back-bidens,mouth-zigzag,horn-cactus,tail-gravel-ant,31,9899958,10773017,30,1649743852
9273397,0,-77,Bug,back-sandal,mouth-pincer,horn-parasite,tail-fish-snack,34,10951134,11127786,53,1649743898
10271320,0,-122,Bug,back-scarab,mouth-pincer,horn-parasite,tail-fish-snack,34,11163793,10993691,65,1649743906
11000193,0,-363,Aquatic,back-balloon,mouth-piranha,horn-pocky,tail-koi,55,11293208,11210512,60,1649743915
11196263,0,-159,Aquatic,back-blue-moon,mouth-piranha,horn-clamshell,tail-shrimp,57,11216714,11291126,54,1649743944
11275222,0,-222,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649743952
10901125,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649743962
10954471,0,-132,Aquatic,back-blue-moon,mouth-piranha,horn-cuckoo,tail-koi,57,11259335,11283733,63,1649743971
11281506,1,-59,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,77,1649743977
11121551,0,-223,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649743990
7292786,0,-1052,Aquatic,back-goldfish,mouth-cute-bunny,horn-antenna,tail-nimo,51,10643305,10045070,42,1649743998
554317,0,-183,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-cattail,31,11018329,10344389,62,1649744012
11249621,1,-278,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649744024
11148574,1,-77,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,40,11212381,11212406,75,1649744037
11210655,1,-277,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649744050
11031534,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,60,1649744059
11185468,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744069
8614094,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,60,1649744078
11259094,2,-1128,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,41,11282534,11276081,144,1649744085
11291109,0,-588,Bird,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,61,11299344,11253730,60,1649744092
11132832,2,-1126,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,41,11282534,11276081,144,1649744113
10967171,1,-59,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,77,1649744123
11183964,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744131
10654958,0,-122,Bug,back-scarab,mouth-pincer,horn-parasite,tail-fish-snack,34,11163793,10993691,65,1649744140
10681607,0,-77,Bug,back-sandal,mouth-pincer,horn-parasite,tail-fish-snack,35,10951134,11127786,53,1649744148
11288166,0,-363,Aquatic,back-balloon,mouth-piranha,horn-pocky,tail-koi,55,11293208,11210512,60,1649744156
9412821,0,-229,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649744174
11002761,0,-170,Plant,back-sandal,mouth-serious,horn-cactus,tail-cattail,31,11250511,11076925,66,1649744185
9589661,0,-104,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,23,1649744195
9717977,0,-56,Mech,back-hero,mouth-axie-kiss,horn-dual-blade,tail-hare,49,11094492,11094664,47,1649744203
9720096,0,-35,Plant,back-watering-can,mouth-serious,horn-cactus,tail-cattail,31,11291270,10981331,51,1649744210
11217752,1,-133,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,35,11298665,11161441,96,1649744237
11055441,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744247
8814384,0,-301,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,48,11104033,11104042,62,1649744272
9938632,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,46,1649744281
10059599,0,-29,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649744292
11153618,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744299
11271227,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744310
10899178,0,-229,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649744321
11204319,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744331
11259864,1,-43,Plant,back-bidens,mouth-mosquito,horn-cactus,tail-gravel-ant,31,11287948,11296033,79,1649744344
10556973,1,40,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744351
10763111,0,-227,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744361
11124867,2,-1126,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649744371
10994878,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744393
11072915,1,-77,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,40,11212381,11212406,75,1649744400
4108862,0,-1811,Plant,back-pumpkin,mouth-serious,horn-rose-bud,tail-cattail,31,9362235,1913601,42,1649744407
5266555,0,-149,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,39,3162333,6743253,30,1649744416
6363864,0,-29,Plant,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,31,11074665,9084864,31,1649744430
8341740,0,-29,Dusk,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,42,11236764,11236768,62,1649744438
11258378,0,-116,Dusk,back-garish-worm,mouth-tiny-turtle,horn-wing-horn,tail-grass-snake,50,9037017,11164636,46,1649744449
10967164,0,-170,Plant,back-sandal,mouth-serious,horn-cactus,tail-cattail,31,11250511,11076925,66,1649744457
10490101,0,-145,Bird,back-pigeon-post,mouth-toothless-bite,horn-eggshell,tail-hare,57,11091462,11091354,31,1649744476
11263240,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,96,1649744483
11211112,1,39,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,96,1649744491
4757403,0,-104,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,23,1649744510
11267662,2,-1125,Dusk,back-sandal,mouth-goda,horn-caterpillars,tail-cattail,40,11282534,11276081,144,1649744519
7057217,0,-81,Plant,back-watering-can,mouth-serious,horn-leaf-bug,tail-cattail,31,11254098,11281603,69,1649744529
11271587,1,-276,Mech,back-risky-beast,mouth-toothless-bite,horn-dual-blade,tail-twin-tail,48,11291961,11287182,80,1649744540
11256704,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,95,1649744559
4673219,0,-148,Beast,back-ronin,mouth-goda,horn-imp,tail-cottontail,41,3162333,6743253,30,1649744568
8922040,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,60,1649744582
11100750,1,-59,Plant,back-sandal,mouth-serious,horn-beech,tail-cattail,31,11294297,11294293,77,1649744593
11117553,0,-135,Aquatic,back-scarab,mouth-risky-fish,horn-arco,tail-nimo,52,11277075,10994711,60,1649744605
11281016,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,95,1649744613
11153412,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,95,1649744646
11250398,0,-228,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649744654
909951,0,-104,Bird,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,61,10092805,10695586,23,1649744664
11202577,0,-222,Mech,back-balloon,mouth-nut-cracker,horn-arco,tail-nut-cracker,51,11279100,11279102,68,1649744675
11162480,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744681
11206918,1,-77,Reptile,back-indian-star,mouth-kotaro,horn-scaly-spoon,tail-tiny-dino,39,11212381,11212406,75,1649744692
11217506,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,33,11296757,11298665,95,1649744699
11101487,1,38,Plant,back-sandal,mouth-goda,horn-beech,tail-cattail,32,11296757,11298665,95,1649744708
11275896,0,-226,Aquatic,back-scarab,mouth-piranha,horn-arco,tail-nimo,52,11277115,11295154,64,1649744714
11275935,0,-229,Bird,back-balloon,mouth-peace-maker,horn-eggshell,tail-hare,59,11266192,11122988,30,1649744723
