id,eyes,ears,mouth,horn,back,tail,class,breedcount,speed
10163827,eyes-clear,ears-early-bird,mouth-risky-fish,horn-arco,back-risky-beast,tail-nimo,Aquatic,3,53
10985869,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,7,32
11006444,eyes-lucas,ears-inkling,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,4,57
10930321,eyes-telescope,ears-inkling,mouth-risky-fish,horn-dual-blade,back-timber,tail-nimo,Aquatic,5,53
11238464,eyes-little-owl,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11270769,eyes-clear,ears-gill,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,3,54
11132844,eyes-confused,ears-small-frill,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,41
11256526,eyes-sleepless,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11281905,eyes-papi,ears-friezard,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,0,33
9568660,eyes-papi,ears-clover,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,0,31
10497828,eyes-sleepless,ears-inkling,mouth-piranha,horn-babylonia,back-blue-moon,tail-shrimp,Aquatic,0,57
10937427,eyes-robin,ears-risky-bird,mouth-toothless-bite,horn-pocky,back-risky-beast,tail-twin-tail,Mech,0,48
11173190,eyes-gecko,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,42
11185429,eyes-clear,ears-gill,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,3,54
11237281,eyes-telescope,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
10423357,eyes-telescope,ears-nimo,mouth-piranha,horn-cuckoo,back-risky-beast,tail-koi,Aquatic,3,55
11196764,eyes-blossom,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11249886,eyes-clear,ears-inkling,mouth-goda,horn-arco,back-blue-moon,tail-nimo,Aquatic,5,53
205461,eyes-chubby,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,3,41
11166045,eyes-papi,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11202872,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,3,57
11158314,eyes-telescope,ears-early-bird,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,5,53
11255430,eyes-gero,ears-tiny-fan,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,4,54
11270469,eyes-zeal,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,42
10878292,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,5,53
10997222,eyes-telescope,ears-owl,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,5,57
11172451,eyes-confused,ears-inkling,mouth-risky-fish,horn-dual-blade,back-timber,tail-nimo,Aquatic,0,50
11203627,eyes-confused,ears-sakura,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,1,31
11281034,eyes-gero,ears-owl,mouth-goda,horn-imp,back-ronin,tail-rice,Mech,2,49
11284774,eyes-nerdy,ears-leaf-bug,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,3,39
3836776,eyes-cucumber-slice,ears-lotus,mouth-serious,horn-rose-bud,back-pumpkin,tail-cattail,Plant,3,31
3891672,eyes-nerdy,ears-nut-cracker,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,2,40
11156908,eyes-clear,ears-owl,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,2,57
7349265,eyes-clear,ears-gill,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,5,51
10773094,eyes-neo,ears-ear-breathing,mouth-cute-bunny,horn-antenna,back-sandal,tail-fish-snack,Bug,4,31
10845248,eyes-blossom,ears-lotus,mouth-zigzag,horn-antenna,back-bone-sail,tail-cattail,Plant,0,32
9038109,eyes-clear,ears-inkling,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
10215649,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
11067765,eyes-sleepless,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,6,35
647156,eyes-gero,ears-gill,mouth-lam,horn-eggshell,back-spiky-wing,tail-koi,Aquatic,2,54
3160975,eyes-clear,ears-inkling,mouth-catfish,horn-pliers,back-sponge,tail-nimo,Aquatic,0,54
11251776,eyes-scar,ears-small-frill,mouth-goda,horn-pliers,back-sandal,tail-cattail,Dusk,3,42
1916477,eyes-telescope,ears-bubblemaker,mouth-risky-fish,horn-babylonia,back-goldfish,tail-nimo,Aquatic,3,57
6213750,eyes-confused,ears-clover,mouth-serious,horn-cactus,back-shiitake,tail-carrot,Plant,3,31
7848067,eyes-telescope,ears-bubblemaker,mouth-lam,horn-clamshell,back-goldfish,tail-shrimp,Aquatic,2,57
5711382,eyes-tricky,ears-lotus,mouth-herbivore,horn-leaf-bug,back-pumpkin,tail-yam,Plant,3,32
10188117,eyes-gecko,ears-bubblemaker,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,0,46
11212340,eyes-telescope,ears-early-bird,mouth-tiny-turtle,horn-wing-horn,back-scarab,tail-grass-snake,Dusk,3,50
11131919,eyes-clear,ears-gill,mouth-piranha,horn-arco,back-sandal,tail-nimo,Aquatic,2,52
11243575,eyes-papi,ears-lotus,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,31
11253995,eyes-scar,ears-friezard,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,2,41
2771504,eyes-bookworm,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,2,40
10851856,eyes-cucumber-slice,ears-sidebarb,mouth-zigzag,horn-little-branch,back-bidens,tail-cattail,Plant,3,33
10990535,eyes-clear,ears-curly,mouth-lam,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
6510337,eyes-confused,ears-lotus,mouth-zigzag,horn-rose-bud,back-pumpkin,tail-cattail,Plant,4,31
7023711,eyes-zeal,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,1,41
11260367,eyes-papi,ears-nimo,mouth-lam,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,2,54
5533370,eyes-lucas,ears-pink-cheek,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,1,59
7297462,eyes-papi,ears-lotus,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,31
8105750,eyes-sleepless,ears-peace-maker,mouth-doubletalk,horn-dual-blade,back-hero,tail-hare,Mech,5,51
7960920,eyes-confused,ears-clover,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,0,31
10433956,eyes-lucas,ears-nimo,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
10950949,eyes-tricky,ears-nimo,mouth-toothless-bite,horn-arco,back-furball,tail-twin-tail,Mech,3,46
11020012,eyes-clear,ears-bubblemaker,mouth-lam,horn-trump,back-sponge,tail-nimo,Aquatic,4,57
11240690,eyes-telescope,ears-owl,mouth-peace-maker,horn-trump,back-tri-feather,tail-the-last-one,Bird,2,61
11282561,eyes-papi,ears-sakura,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,2,40
10372640,eyes-papi,ears-leafy,mouth-herbivore,horn-cactus,back-turnip,tail-cattail,Plant,0,31
10550221,eyes-lucas,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
11004192,eyes-clear,ears-bubblemaker,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,3,53
8534768,eyes-papi,ears-friezard,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,4,43
8556247,eyes-confused,ears-lotus,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Dusk,3,39
8620548,eyes-little-owl,ears-nimo,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
8675852,eyes-mavis,ears-early-bird,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
11263310,eyes-sleepless,ears-early-bird,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,1,52
11268333,eyes-tricky,ears-seaslug,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,44
10710772,eyes-confused,ears-hollow,mouth-goda,horn-cactus,back-scarab,tail-cattail,Plant,4,32
11084523,eyes-gero,ears-bubblemaker,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,3,57
11215243,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
10981700,eyes-papi,ears-lotus,mouth-herbivore,horn-cactus,back-sandal,tail-cattail,Plant,0,31
10989098,eyes-clear,ears-inkling,mouth-risky-fish,horn-arco,back-risky-beast,tail-nimo,Aquatic,4,53
11185481,eyes-papi,ears-sakura,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,5,39
10885044,eyes-confused,ears-lotus,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,5,31
10930299,eyes-little-owl,ears-risky-bird,mouth-goda,horn-arco,back-hero,tail-hare,Mech,4,49
11231749,eyes-confused,ears-larva,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,3,39
10692684,eyes-clear,ears-bubblemaker,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,5,54
11258359,eyes-little-owl,ears-bubblemaker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11267952,eyes-gecko,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,2,33
11094923,eyes-tricky,ears-beetle-spike,mouth-cute-bunny,horn-antenna,back-scarab,tail-fish-snack,Bug,2,32
11124885,eyes-gecko,ears-lotus,mouth-cute-bunny,horn-antenna,back-bone-sail,tail-cattail,Dusk,3,41
11139803,eyes-clear,ears-nimo,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,0,51
8287852,eyes-confused,ears-sakura,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,4,31
11079292,eyes-gecko,ears-sidebarb,mouth-toothless-bite,horn-cerastes,back-furball,tail-twin-tail,Dusk,3,44
11239341,eyes-mavis,ears-peace-maker,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
10451087,eyes-little-owl,ears-early-bird,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,5,59
11198736,eyes-telescope,ears-seaslug,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11253060,eyes-cucumber-slice,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
11251777,eyes-scar,ears-small-frill,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,3,42
11256875,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
11283832,eyes-clear,ears-pogona,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-cottontail,Bug,3,36
10863403,eyes-cucumber-slice,ears-sakura,mouth-zigzag,horn-cactus,back-bidens,tail-gravel-ant,Plant,2,31
11186148,eyes-topaz,ears-seaslug,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,36
11264506,eyes-gero,ears-bubblemaker,mouth-risky-fish,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,2,57
10318321,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
10537783,eyes-cucumber-slice,ears-sakura,mouth-serious,horn-cactus,back-bidens,tail-cattail,Plant,2,31
10601136,eyes-clear,ears-curly,mouth-nut-cracker,horn-arco,back-furball,tail-twin-tail,Mech,5,48
11170376,eyes-telescope,ears-inkling,mouth-piranha,horn-scaly-spear,back-risky-beast,tail-nimo,Aquatic,2,53
11228304,eyes-papi,ears-clover,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Plant,0,33
11241213,eyes-scar,ears-friezard,mouth-razor-bite,horn-scaly-spear,back-red-ear,tail-rice,Reptile,0,41
10997348,eyes-clear,ears-peace-maker,mouth-piranha,horn-dual-blade,back-blue-moon,tail-shrimp,Aquatic,5,55
11227619,eyes-papi,ears-clover,mouth-goda,horn-little-branch,back-sandal,tail-cattail,Plant,0,33
11233946,eyes-confused,ears-curved-spine,mouth-mosquito,horn-scaly-spoon,back-bidens,tail-gravel-ant,Plant,0,33
9273397,eyes-nerdy,ears-nimo,mouth-pincer,horn-parasite,back-sandal,tail-fish-snack,Bug,3,34
10271320,eyes-neo,ears-owl,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,4,34
11000193,eyes-clear,ears-bubblemaker,mouth-piranha,horn-pocky,back-balloon,tail-koi,Aquatic,3,55
11061592,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,3,54
11077116,eyes-sleepless,ears-bubblemaker,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11236710,eyes-telescope,ears-inkling,mouth-risky-fish,horn-dual-blade,back-timber,tail-nimo,Aquatic,0,53
11171030,eyes-gero,ears-nimo,mouth-catfish,horn-incisor,back-spiky-wing,tail-rice,Dusk,5,50
11177610,eyes-tricky,ears-small-frill,mouth-catfish,horn-incisor,back-risky-beast,tail-twin-tail,Aquatic,5,46
11223023,eyes-confused,ears-nut-cracker,mouth-mosquito,horn-merry,back-timber,tail-cattail,Aquatic,3,42
11195534,eyes-papi,ears-clover,mouth-herbivore,horn-cactus,back-green-thorns,tail-cattail,Plant,0,32
11196263,eyes-sleepless,ears-nimo,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,3,57
11275222,eyes-clear,ears-gill,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,3,51
10901125,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
10954471,eyes-clear,ears-nimo,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,0,57
11281506,eyes-confused,ears-sakura,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,31
10306207,eyes-papi,ears-lotus,mouth-serious,horn-cactus,back-bidens,tail-cattail,Plant,3,31
10898075,eyes-lucas,ears-seaslug,mouth-piranha,horn-eggshell,back-blue-moon,tail-shrimp,Aquatic,3,57
11121551,eyes-gero,ears-gill,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,3,51
7292786,eyes-clear,ears-gill,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,5,51
10872265,eyes-tricky,ears-ear-breathing,mouth-cute-bunny,horn-antenna,back-sandal,tail-fish-snack,Bug,4,32
11240754,eyes-gero,ears-inkling,mouth-catfish,horn-scaly-spoon,back-sponge,tail-nimo,Aquatic,0,55
554317,eyes-papi,ears-hollow,mouth-serious,horn-leaf-bug,back-pumpkin,tail-cattail,Plant,3,31
10031706,eyes-telescope,ears-inkling,mouth-lam,horn-watermelon,back-blue-moon,tail-koi,Aquatic,0,54
11249621,eyes-little-owl,ears-seaslug,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,3,48
11004051,eyes-papi,ears-hollow,mouth-serious,horn-cactus,back-bone-sail,tail-cattail,Plant,0,32
11014478,eyes-mavis,ears-peace-maker,mouth-goda,horn-arco,back-hero,tail-hare,Mech,2,49
11148574,eyes-blossom,ears-curved-spine,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,0,40
10340883,eyes-cucumber-slice,ears-lotus,mouth-herbivore,horn-leaf-bug,back-watering-can,tail-cattail,Plant,3,31
11156879,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
11210655,eyes-gero,ears-gill,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,4,48
11031534,eyes-sleepless,ears-inkling,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
11141716,eyes-tricky,ears-small-frill,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-rice,Reptile,0,41
11185468,eyes-papi,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
8614094,eyes-clear,ears-inkling,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
11259094,eyes-gecko,ears-rosa,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,41
11291109,eyes-mavis,ears-seaslug,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,3,61
9209365,eyes-little-owl,ears-tassels,mouth-cute-bunny,horn-antenna,back-croc,tail-cattail,Dusk,2,43
9743359,eyes-clear,ears-nimo,mouth-risky-fish,horn-antenna,back-risky-beast,tail-koi,Aquatic,0,52
9823888,eyes-clear,ears-gill,mouth-lam,horn-antenna,back-sandal,tail-nimo,Aquatic,3,51
3583168,eyes-mavis,ears-owl,mouth-hungry-bird,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
11132832,eyes-confused,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,41
11273239,eyes-neo,ears-friezard,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,0,32
10967171,eyes-bookworm,ears-clover,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,5,31
11183964,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11268562,eyes-clear,ears-gill,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,0,54
10654958,eyes-clear,ears-larva,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,4,34
10681607,eyes-sleepless,ears-belieber,mouth-pincer,horn-parasite,back-sandal,tail-fish-snack,Bug,3,35
11288166,eyes-clear,ears-bubblemaker,mouth-piranha,horn-pocky,back-balloon,tail-koi,Aquatic,2,55
11182671,eyes-papi,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,40
11232401,eyes-clear,ears-gill,mouth-risky-fish,horn-arco,back-risky-beast,tail-nimo,Aquatic,2,53
11270247,eyes-sleepless,ears-inkling,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,5,54
9412821,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,5,59
10126009,eyes-papi,ears-clover,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,2,31
11002761,eyes-blossom,ears-lotus,mouth-serious,horn-cactus,back-sandal,tail-cattail,Plant,2,31
9589661,eyes-lucas,ears-peace-maker,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,4,61
9717977,eyes-gero,ears-gill,mouth-axie-kiss,horn-dual-blade,back-hero,tail-hare,Mech,3,49
9720096,eyes-papi,ears-leafy,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,3,31
10167251,eyes-tricky,ears-friezard,mouth-razor-bite,horn-scaly-spear,back-red-ear,tail-rice,Reptile,4,41
11051370,eyes-papi,ears-lotus,mouth-zigzag,horn-scaly-spear,back-sandal,tail-cattail,Plant,0,32
11173387,eyes-sleepless,ears-nimo,mouth-piranha,horn-scaly-spear,back-risky-beast,tail-nimo,Aquatic,4,53
10888064,eyes-neo,ears-leafy,mouth-kotaro,horn-pliers,back-scarab,tail-fish-snack,Bug,3,32
11053426,eyes-clear,ears-early-bird,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,3,54
11217752,eyes-papi,ears-tiny-fan,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,35
11055441,eyes-gero,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
11239922,eyes-clear,ears-nimo,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,0,54
11267459,eyes-scar,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,42
10747276,eyes-mavis,ears-pink-cheek,mouth-toothless-bite,horn-dual-blade,back-jaguar,tail-twin-tail,Mech,4,48
11035701,eyes-gero,ears-bubblemaker,mouth-piranha,horn-unko,back-blue-moon,tail-shrimp,Aquatic,0,55
11044906,eyes-papi,ears-hollow,mouth-herbivore,horn-cactus,back-watering-can,tail-cattail,Plant,3,31
8814384,eyes-clear,ears-risky-bird,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,4,48
9938632,eyes-telescope,ears-gill,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,5,50
10059599,eyes-confused,ears-hollow,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,2,31
11153618,eyes-cucumber-slice,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
11267481,eyes-gecko,ears-rosa,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,2,41
11271227,eyes-telescope,ears-owl,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
7198853,eyes-confused,ears-tassels,mouth-catfish,horn-bumpy,back-hermit,tail-cottontail,Aquatic,0,47
10899178,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,2,59
11204319,eyes-blossom,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,6,32
9765034,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-oranda,back-balloon,tail-shrimp,Aquatic,2,57
10052055,eyes-papi,ears-larva,mouth-herbivore,horn-beech,back-bone-sail,tail-hot-butt,Plant,0,32
11259864,eyes-cucumber-slice,ears-clover,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,2,31
10556973,eyes-cucumber-slice,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,5,32
10763111,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
11124867,eyes-cucumber-slice,ears-rosa,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,40
10154616,eyes-confused,ears-rosa,mouth-serious,horn-cactus,back-shiitake,tail-carrot,Plant,2,31
10748678,eyes-blossom,ears-rosa,mouth-herbivore,horn-cactus,back-bidens,tail-cattail,Plant,4,31
10932727,eyes-clear,ears-inkling,mouth-piranha,horn-dual-blade,back-blue-moon,tail-shrimp,Aquatic,4,55
10915135,eyes-sleepless,ears-nimo,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
10994878,eyes-cucumber-slice,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,6,32
11072915,eyes-nerdy,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,3,40
4108862,eyes-papi,ears-leafy,mouth-serious,horn-rose-bud,back-pumpkin,tail-cattail,Plant,1,31
5266555,eyes-nerdy,ears-beetle-spike,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,0,39
11007864,eyes-clear,ears-gill,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
6363864,eyes-confused,ears-hollow,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,4,31
8341740,eyes-papi,ears-lotus,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,4,42
11258378,eyes-sleepless,ears-gill,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
10967164,eyes-confused,ears-hollow,mouth-serious,horn-cactus,back-sandal,tail-cattail,Plant,4,31
10991507,eyes-clear,ears-inkling,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,3,54
11263483,eyes-telescope,ears-nimo,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,2,53
9354669,eyes-blossom,ears-pogona,mouth-goda,horn-anemone,back-anemone,tail-cottontail,Aquatic,4,48
10490101,eyes-lucas,ears-peace-maker,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-hare,Bird,4,57
11263240,eyes-confused,ears-small-frill,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,0,33
11211112,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11219295,eyes-clear,ears-peace-maker,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11267657,eyes-papi,ears-sakura,mouth-goda,horn-beech,back-scarab,tail-cattail,Dusk,3,40
4757403,eyes-mavis,ears-owl,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,4,61
11267662,eyes-papi,ears-sakura,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,40
11275737,eyes-tricky,ears-inkling,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,3,35
7057217,eyes-confused,ears-lotus,mouth-serious,horn-leaf-bug,back-watering-can,tail-cattail,Plant,3,31
10823137,eyes-clear,ears-gill,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,5,57
11271587,eyes-sleepless,ears-early-bird,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,3,48
3136484,eyes-clear,ears-gill,mouth-piranha,horn-babylonia,back-hermit,tail-nimo,Aquatic,3,57
10927178,eyes-robin,ears-gill,mouth-piranha,horn-oranda,back-blue-moon,tail-koi,Aquatic,3,57
11256704,eyes-kotaro?,ears-hollow,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,1,32
4673219,eyes-little-peas,ears-puppy,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,1,41
6941493,eyes-papi,ears-innocent-lamb,mouth-serious,horn-rose-bud,back-pumpkin,tail-cattail,Plant,0,32
11107852,eyes-clear,ears-inkling,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
8922040,eyes-telescope,ears-gill,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
10861406,eyes-clear,ears-inkling,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,0,54
11100750,eyes-cucumber-slice,ears-rosa,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,3,31
5834356,eyes-telescope,ears-bubblemaker,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,4,54
11117553,eyes-sleepless,ears-inkling,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11281016,eyes-confused,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,2,32
11129825,eyes-papi,ears-sidebarb,mouth-herbivore,horn-cactus,back-watering-can,tail-cattail,Plant,2,32
11181970,eyes-gecko,ears-clover,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,2,32
11184254,eyes-mavis,ears-inkling,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
315531,eyes-tricky,ears-beetle-spike,mouth-pincer,horn-scaly-spear,back-bone-sail,tail-rice,Reptile,4,39
10493700,eyes-clear,ears-inkling,mouth-risky-fish,horn-scaly-spear,back-balloon,tail-koi,Aquatic,3,55
